#TGICL_NAME	CONTIG_NAME
CL1000Contig1	HCGP-BT-CO_00001
CL2488Contig1	HCGP-BT-CO_02210
CL2489Contig1	HCGP-BT-CO_02211
CL248Contig1	HCGP-BT-CO_02212
CL2490Contig1	HCGP-BT-CO_02213
CL2491Contig1	HCGP-BT-CO_02214
CL2492Contig1	HCGP-BT-CO_02215
CL2493Contig1	HCGP-BT-CO_02216
CL2494Contig1	HCGP-BT-CO_02217
CL2495Contig1	HCGP-BT-CO_02218
CL2496Contig1	HCGP-BT-CO_02219
CL2497Contig1	HCGP-BT-CO_02220
CL2498Contig1	HCGP-BT-CO_02221
CL2499Contig1	HCGP-BT-CO_02222
CL249Contig1	HCGP-BT-CO_02223
CL24Contig1	HCGP-BT-CO_02224
CL24Contig2	HCGP-BT-CO_02225
CL24Contig3	HCGP-BT-CO_02226
CL24Contig4	HCGP-BT-CO_02227
CL2500Contig1	HCGP-BT-CO_02228
CL2501Contig1	HCGP-BT-CO_02229
CL2502Contig1	HCGP-BT-CO_02230
CL2503Contig1	HCGP-BT-CO_02231
CL2504Contig1	HCGP-BT-CO_02232
CL2505Contig1	HCGP-BT-CO_02233
CL2506Contig1	HCGP-BT-CO_02234
CL2507Contig1	HCGP-BT-CO_02235
CL2508Contig1	HCGP-BT-CO_02236
CL2509Contig1	HCGP-BT-CO_02237
CL250Contig1	HCGP-BT-CO_02238
CL2510Contig1	HCGP-BT-CO_02239
CL2511Contig1	HCGP-BT-CO_02240
CL2512Contig1	HCGP-BT-CO_02241
CL2513Contig1	HCGP-BT-CO_02242
CL2514Contig1	HCGP-BT-CO_02243
CL2515Contig1	HCGP-BT-CO_02244
CL2516Contig1	HCGP-BT-CO_02245
CL2517Contig1	HCGP-BT-CO_02246
CL2518Contig1	HCGP-BT-CO_02247
CL2519Contig1	HCGP-BT-CO_02248
CL251Contig1	HCGP-BT-CO_02249
CL2520Contig1	HCGP-BT-CO_02250
CL2521Contig1	HCGP-BT-CO_02251
CL2522Contig1	HCGP-BT-CO_02252
CL2523Contig1	HCGP-BT-CO_02253
CL2524Contig1	HCGP-BT-CO_02254
CL2525Contig1	HCGP-BT-CO_02255
CL2526Contig1	HCGP-BT-CO_02256
CL2527Contig1	HCGP-BT-CO_02257
CL2528Contig1	HCGP-BT-CO_02258
CL2529Contig1	HCGP-BT-CO_02259
CL252Contig1	HCGP-BT-CO_02260
CL2530Contig1	HCGP-BT-CO_02261
CL2531Contig1	HCGP-BT-CO_02262
CL2532Contig1	HCGP-BT-CO_02263
CL2533Contig1	HCGP-BT-CO_02264
CL2534Contig1	HCGP-BT-CO_02265
CL2535Contig1	HCGP-BT-CO_02266
CL2536Contig1	HCGP-BT-CO_02267
CL2537Contig1	HCGP-BT-CO_02268
CL2538Contig1	HCGP-BT-CO_02269
CL2539Contig1	HCGP-BT-CO_02270
CL253Contig1	HCGP-BT-CO_02271
CL2540Contig1	HCGP-BT-CO_02272
CL2541Contig1	HCGP-BT-CO_02273
CL2542Contig1	HCGP-BT-CO_02274
CL2543Contig1	HCGP-BT-CO_02275
CL2544Contig1	HCGP-BT-CO_02276
CL2545Contig1	HCGP-BT-CO_02277
CL2546Contig1	HCGP-BT-CO_02278
CL2547Contig1	HCGP-BT-CO_02279
CL2548Contig1	HCGP-BT-CO_02280
CL2549Contig1	HCGP-BT-CO_02281
CL254Contig1	HCGP-BT-CO_02282
CL254Contig2	HCGP-BT-CO_02283
CL2550Contig1	HCGP-BT-CO_02284
CL2551Contig1	HCGP-BT-CO_02285
CL2552Contig1	HCGP-BT-CO_02286
CL2554Contig1	HCGP-BT-CO_02287
CL2555Contig1	HCGP-BT-CO_02288
CL2557Contig1	HCGP-BT-CO_02289
CL2558Contig1	HCGP-BT-CO_02290
CL2559Contig1	HCGP-BT-CO_02291
CL255Contig1	HCGP-BT-CO_02292
CL2560Contig1	HCGP-BT-CO_02293
CL2561Contig1	HCGP-BT-CO_02294
CL2562Contig1	HCGP-BT-CO_02295
CL2563Contig1	HCGP-BT-CO_02296
CL2564Contig1	HCGP-BT-CO_02297
CL2565Contig1	HCGP-BT-CO_02298
CL2566Contig1	HCGP-BT-CO_02299
CL2567Contig1	HCGP-BT-CO_02300
CL2568Contig1	HCGP-BT-CO_02301
CL2569Contig1	HCGP-BT-CO_02302
CL256Contig1	HCGP-BT-CO_02303
CL256Contig2	HCGP-BT-CO_02304
CL2570Contig1	HCGP-BT-CO_02305
CL2571Contig1	HCGP-BT-CO_02306
CL2572Contig1	HCGP-BT-CO_02307
CL2574Contig1	HCGP-BT-CO_02308
CL2575Contig1	HCGP-BT-CO_02309
CL2576Contig1	HCGP-BT-CO_02310
CL2577Contig1	HCGP-BT-CO_02311
CL2578Contig1	HCGP-BT-CO_02312
CL2579Contig1	HCGP-BT-CO_02313
CL257Contig1	HCGP-BT-CO_02314
CL2580Contig1	HCGP-BT-CO_02315
CL2581Contig1	HCGP-BT-CO_02316
CL2582Contig1	HCGP-BT-CO_02317
CL2584Contig1	HCGP-BT-CO_02318
CL2585Contig1	HCGP-BT-CO_02319
CL2586Contig1	HCGP-BT-CO_02320
CL2587Contig1	HCGP-BT-CO_02321
CL2588Contig1	HCGP-BT-CO_02322
CL2589Contig1	HCGP-BT-CO_02323
CL258Contig1	HCGP-BT-CO_02324
CL2590Contig1	HCGP-BT-CO_02325
CL2591Contig1	HCGP-BT-CO_02326
CL2592Contig1	HCGP-BT-CO_02327
CL2593Contig1	HCGP-BT-CO_02328
CL2594Contig1	HCGP-BT-CO_02329
CL2595Contig1	HCGP-BT-CO_02330
CL2596Contig1	HCGP-BT-CO_02331
CL2597Contig1	HCGP-BT-CO_02332
CL2598Contig1	HCGP-BT-CO_02333
CL2599Contig1	HCGP-BT-CO_02334
CL259Contig1	HCGP-BT-CO_02335
CL25Contig1	HCGP-BT-CO_02336
CL25Contig2	HCGP-BT-CO_02337
CL2601Contig1	HCGP-BT-CO_02338
CL2602Contig1	HCGP-BT-CO_02339
CL2603Contig1	HCGP-BT-CO_02340
CL2604Contig1	HCGP-BT-CO_02341
CL2606Contig1	HCGP-BT-CO_02342
CL2607Contig1	HCGP-BT-CO_02343
CL2608Contig1	HCGP-BT-CO_02344
CL2609Contig1	HCGP-BT-CO_02345
CL260Contig1	HCGP-BT-CO_02346
CL260Contig2	HCGP-BT-CO_02347
CL2610Contig1	HCGP-BT-CO_02348
CL2611Contig1	HCGP-BT-CO_02349
CL2612Contig1	HCGP-BT-CO_02350
CL2613Contig1	HCGP-BT-CO_02351
CL2614Contig1	HCGP-BT-CO_02352
CL2617Contig1	HCGP-BT-CO_02353
CL2618Contig1	HCGP-BT-CO_02354
CL2619Contig1	HCGP-BT-CO_02355
CL261Contig1	HCGP-BT-CO_02356
CL261Contig2	HCGP-BT-CO_02357
CL2620Contig1	HCGP-BT-CO_02358
CL2621Contig1	HCGP-BT-CO_02359
CL2622Contig1	HCGP-BT-CO_02360
CL2623Contig1	HCGP-BT-CO_02361
CL2624Contig1	HCGP-BT-CO_02362
CL2625Contig1	HCGP-BT-CO_02363
CL2626Contig1	HCGP-BT-CO_02364
CL2627Contig1	HCGP-BT-CO_02365
CL2628Contig1	HCGP-BT-CO_02366
CL2629Contig1	HCGP-BT-CO_02367
CL262Contig1	HCGP-BT-CO_02368
CL262Contig2	HCGP-BT-CO_02369
CL2630Contig1	HCGP-BT-CO_02370
CL2631Contig1	HCGP-BT-CO_02371
CL2632Contig1	HCGP-BT-CO_02372
CL2633Contig1	HCGP-BT-CO_02373
CL2634Contig1	HCGP-BT-CO_02374
CL2635Contig1	HCGP-BT-CO_02375
CL2636Contig1	HCGP-BT-CO_02376
CL2637Contig1	HCGP-BT-CO_02377
CL2638Contig1	HCGP-BT-CO_02378
CL2639Contig1	HCGP-BT-CO_02379
CL263Contig1	HCGP-BT-CO_02380
CL2640Contig1	HCGP-BT-CO_02381
CL2641Contig1	HCGP-BT-CO_02382
CL2642Contig1	HCGP-BT-CO_02383
CL2643Contig1	HCGP-BT-CO_02384
CL2644Contig1	HCGP-BT-CO_02385
CL2645Contig1	HCGP-BT-CO_02386
CL2646Contig1	HCGP-BT-CO_02387
CL2648Contig1	HCGP-BT-CO_02388
CL2650Contig1	HCGP-BT-CO_02389
CL2651Contig1	HCGP-BT-CO_02390
CL2652Contig1	HCGP-BT-CO_02391
CL2653Contig1	HCGP-BT-CO_02392
CL2654Contig1	HCGP-BT-CO_02393
CL2655Contig1	HCGP-BT-CO_02394
CL2656Contig1	HCGP-BT-CO_02395
CL2657Contig1	HCGP-BT-CO_02396
CL2658Contig1	HCGP-BT-CO_02397
CL265Contig1	HCGP-BT-CO_02398
CL2660Contig1	HCGP-BT-CO_02399
CL2661Contig1	HCGP-BT-CO_02400
CL2662Contig1	HCGP-BT-CO_02401
CL2663Contig1	HCGP-BT-CO_02402
CL2664Contig1	HCGP-BT-CO_02403
CL2665Contig1	HCGP-BT-CO_02404
CL2666Contig1	HCGP-BT-CO_02405
CL2667Contig1	HCGP-BT-CO_02406
CL2668Contig1	HCGP-BT-CO_02407
CL2669Contig1	HCGP-BT-CO_02408
CL266Contig1	HCGP-BT-CO_02409
CL2670Contig1	HCGP-BT-CO_02410
CL2671Contig1	HCGP-BT-CO_02411
CL2672Contig1	HCGP-BT-CO_02412
CL2673Contig1	HCGP-BT-CO_02413
CL2674Contig1	HCGP-BT-CO_02414
CL2675Contig1	HCGP-BT-CO_02415
CL2676Contig1	HCGP-BT-CO_02416
CL2677Contig1	HCGP-BT-CO_02417
CL2678Contig1	HCGP-BT-CO_02418
CL2679Contig1	HCGP-BT-CO_02419
CL267Contig1	HCGP-BT-CO_02420
CL267Contig2	HCGP-BT-CO_02421
CL2680Contig1	HCGP-BT-CO_02422
CL2681Contig1	HCGP-BT-CO_02423
CL2682Contig1	HCGP-BT-CO_02424
CL2683Contig1	HCGP-BT-CO_02425
CL2684Contig1	HCGP-BT-CO_02426
CL2685Contig1	HCGP-BT-CO_02427
CL2686Contig1	HCGP-BT-CO_02428
CL2687Contig1	HCGP-BT-CO_02429
CL2688Contig1	HCGP-BT-CO_02430
CL2689Contig1	HCGP-BT-CO_02431
CL268Contig1	HCGP-BT-CO_02432
CL2690Contig1	HCGP-BT-CO_02433
CL2691Contig1	HCGP-BT-CO_02434
CL2692Contig1	HCGP-BT-CO_02435
CL2693Contig1	HCGP-BT-CO_02436
CL2694Contig1	HCGP-BT-CO_02437
CL2695Contig1	HCGP-BT-CO_02438
CL2696Contig1	HCGP-BT-CO_02439
CL2697Contig1	HCGP-BT-CO_02440
CL2698Contig1	HCGP-BT-CO_02441
CL2699Contig1	HCGP-BT-CO_02442
CL269Contig1	HCGP-BT-CO_02443
CL26Contig1	HCGP-BT-CO_02444
CL26Contig2	HCGP-BT-CO_02445
CL26Contig3	HCGP-BT-CO_02446
CL2700Contig1	HCGP-BT-CO_02447
CL2701Contig1	HCGP-BT-CO_02448
CL2702Contig1	HCGP-BT-CO_02449
CL2703Contig1	HCGP-BT-CO_02450
CL2704Contig1	HCGP-BT-CO_02451
CL2705Contig1	HCGP-BT-CO_02452
CL2706Contig1	HCGP-BT-CO_02453
CL2707Contig1	HCGP-BT-CO_02454
CL2708Contig1	HCGP-BT-CO_02455
CL2709Contig1	HCGP-BT-CO_02456
CL270Contig1	HCGP-BT-CO_02457
CL2710Contig1	HCGP-BT-CO_02458
CL2711Contig1	HCGP-BT-CO_02459
CL2712Contig1	HCGP-BT-CO_02460
CL2713Contig1	HCGP-BT-CO_02461
CL2714Contig1	HCGP-BT-CO_02462
CL2715Contig1	HCGP-BT-CO_02463
CL2716Contig1	HCGP-BT-CO_02464
CL2717Contig1	HCGP-BT-CO_02465
CL2718Contig1	HCGP-BT-CO_02466
CL2719Contig1	HCGP-BT-CO_02467
CL271Contig1	HCGP-BT-CO_02468
CL271Contig2	HCGP-BT-CO_02469
CL2720Contig1	HCGP-BT-CO_02470
CL2721Contig1	HCGP-BT-CO_02471
CL2722Contig1	HCGP-BT-CO_02472
CL2723Contig1	HCGP-BT-CO_02473
CL2724Contig1	HCGP-BT-CO_02474
CL2725Contig1	HCGP-BT-CO_02475
CL2726Contig1	HCGP-BT-CO_02476
CL2727Contig1	HCGP-BT-CO_02477
CL2728Contig1	HCGP-BT-CO_02478
CL2729Contig1	HCGP-BT-CO_02479
CL272Contig1	HCGP-BT-CO_02480
CL272Contig2	HCGP-BT-CO_02481
CL2730Contig1	HCGP-BT-CO_02482
CL2731Contig1	HCGP-BT-CO_02483
CL2732Contig1	HCGP-BT-CO_02484
CL2733Contig1	HCGP-BT-CO_02485
CL2734Contig1	HCGP-BT-CO_02486
CL2735Contig1	HCGP-BT-CO_02487
CL2736Contig1	HCGP-BT-CO_02488
CL2737Contig1	HCGP-BT-CO_02489
CL2738Contig1	HCGP-BT-CO_02490
CL2739Contig1	HCGP-BT-CO_02491
CL273Contig1	HCGP-BT-CO_02492
CL2740Contig1	HCGP-BT-CO_02493
CL2741Contig1	HCGP-BT-CO_02494
CL2742Contig1	HCGP-BT-CO_02495
CL2743Contig1	HCGP-BT-CO_02496
CL2744Contig1	HCGP-BT-CO_02497
CL2745Contig1	HCGP-BT-CO_02498
CL2746Contig1	HCGP-BT-CO_02499
CL2747Contig1	HCGP-BT-CO_02500
CL2748Contig1	HCGP-BT-CO_02501
CL2749Contig1	HCGP-BT-CO_02502
CL274Contig1	HCGP-BT-CO_02503
CL2750Contig1	HCGP-BT-CO_02504
CL2751Contig1	HCGP-BT-CO_02505
CL2752Contig1	HCGP-BT-CO_02506
CL2753Contig1	HCGP-BT-CO_02507
CL2754Contig1	HCGP-BT-CO_02508
CL2755Contig1	HCGP-BT-CO_02509
CL2756Contig1	HCGP-BT-CO_02510
CL2757Contig1	HCGP-BT-CO_02511
CL2758Contig1	HCGP-BT-CO_02512
CL275Contig1	HCGP-BT-CO_02513
CL275Contig2	HCGP-BT-CO_02514
CL2760Contig1	HCGP-BT-CO_02515
CL2761Contig1	HCGP-BT-CO_02516
CL2762Contig1	HCGP-BT-CO_02517
CL2763Contig1	HCGP-BT-CO_02518
CL2764Contig1	HCGP-BT-CO_02519
CL2765Contig1	HCGP-BT-CO_02520
CL2766Contig1	HCGP-BT-CO_02521
CL2767Contig1	HCGP-BT-CO_02522
CL2768Contig1	HCGP-BT-CO_02523
CL2769Contig1	HCGP-BT-CO_02524
CL276Contig1	HCGP-BT-CO_02525
CL2770Contig1	HCGP-BT-CO_02526
CL2771Contig1	HCGP-BT-CO_02527
CL2773Contig1	HCGP-BT-CO_02528
CL2774Contig1	HCGP-BT-CO_02529
CL2775Contig1	HCGP-BT-CO_02530
CL2776Contig1	HCGP-BT-CO_02531
CL2777Contig1	HCGP-BT-CO_02532
CL2778Contig1	HCGP-BT-CO_02533
CL2779Contig1	HCGP-BT-CO_02534
CL277Contig1	HCGP-BT-CO_02535
CL2780Contig1	HCGP-BT-CO_02536
CL2781Contig1	HCGP-BT-CO_02537
CL2782Contig1	HCGP-BT-CO_02538
CL2783Contig1	HCGP-BT-CO_02539
CL2784Contig1	HCGP-BT-CO_02540
CL2785Contig1	HCGP-BT-CO_02541
CL2786Contig1	HCGP-BT-CO_02542
CL2788Contig1	HCGP-BT-CO_02543
CL2789Contig1	HCGP-BT-CO_02544
CL278Contig1	HCGP-BT-CO_02545
CL2790Contig1	HCGP-BT-CO_02546
CL2791Contig1	HCGP-BT-CO_02547
CL2792Contig1	HCGP-BT-CO_02548
CL2794Contig1	HCGP-BT-CO_02549
CL2795Contig1	HCGP-BT-CO_02550
CL2796Contig1	HCGP-BT-CO_02551
CL2797Contig1	HCGP-BT-CO_02552
CL2798Contig1	HCGP-BT-CO_02553
CL2799Contig1	HCGP-BT-CO_02554
CL27Contig1	HCGP-BT-CO_02555
CL2800Contig1	HCGP-BT-CO_02556
CL2801Contig1	HCGP-BT-CO_02557
CL2802Contig1	HCGP-BT-CO_02558
CL2803Contig1	HCGP-BT-CO_02559
CL2804Contig1	HCGP-BT-CO_02560
CL2805Contig1	HCGP-BT-CO_02561
CL2806Contig1	HCGP-BT-CO_02562
CL2807Contig1	HCGP-BT-CO_02563
CL2808Contig1	HCGP-BT-CO_02564
CL2809Contig1	HCGP-BT-CO_02565
CL280Contig1	HCGP-BT-CO_02566
CL280Contig2	HCGP-BT-CO_02567
CL2810Contig1	HCGP-BT-CO_02568
CL2811Contig1	HCGP-BT-CO_02569
CL2812Contig1	HCGP-BT-CO_02570
CL2813Contig1	HCGP-BT-CO_02571
CL2814Contig1	HCGP-BT-CO_02572
CL2815Contig1	HCGP-BT-CO_02573
CL2816Contig1	HCGP-BT-CO_02574
CL2817Contig1	HCGP-BT-CO_02575
CL2818Contig1	HCGP-BT-CO_02576
CL2819Contig1	HCGP-BT-CO_02577
CL281Contig1	HCGP-BT-CO_02578
CL281Contig2	HCGP-BT-CO_02579
CL2820Contig1	HCGP-BT-CO_02580
CL2821Contig1	HCGP-BT-CO_02581
CL2822Contig1	HCGP-BT-CO_02582
CL2823Contig1	HCGP-BT-CO_02583
CL2824Contig1	HCGP-BT-CO_02584
CL2825Contig1	HCGP-BT-CO_02585
CL2826Contig1	HCGP-BT-CO_02586
CL2827Contig1	HCGP-BT-CO_02587
CL2828Contig1	HCGP-BT-CO_02588
CL2829Contig1	HCGP-BT-CO_02589
CL282Contig1	HCGP-BT-CO_02590
CL2830Contig1	HCGP-BT-CO_02591
CL2831Contig1	HCGP-BT-CO_02592
CL2833Contig1	HCGP-BT-CO_02593
CL2834Contig1	HCGP-BT-CO_02594
CL2835Contig1	HCGP-BT-CO_02595
CL2836Contig1	HCGP-BT-CO_02596
CL2837Contig1	HCGP-BT-CO_02597
CL2838Contig1	HCGP-BT-CO_02598
CL283Contig1	HCGP-BT-CO_02599
CL2840Contig1	HCGP-BT-CO_02600
CL2842Contig1	HCGP-BT-CO_02601
CL2843Contig1	HCGP-BT-CO_02602
CL2844Contig1	HCGP-BT-CO_02603
CL2845Contig1	HCGP-BT-CO_02604
CL2846Contig1	HCGP-BT-CO_02605
CL2847Contig1	HCGP-BT-CO_02606
CL2848Contig1	HCGP-BT-CO_02607
CL2849Contig1	HCGP-BT-CO_02608
CL284Contig1	HCGP-BT-CO_02609
CL2850Contig1	HCGP-BT-CO_02610
CL2851Contig1	HCGP-BT-CO_02611
CL2852Contig1	HCGP-BT-CO_02612
CL2853Contig1	HCGP-BT-CO_02613
CL2854Contig1	HCGP-BT-CO_02614
CL2855Contig1	HCGP-BT-CO_02615
CL2856Contig1	HCGP-BT-CO_02616
CL2858Contig1	HCGP-BT-CO_02617
CL285Contig1	HCGP-BT-CO_02618
CL2860Contig1	HCGP-BT-CO_02619
CL2861Contig1	HCGP-BT-CO_02620
CL2862Contig1	HCGP-BT-CO_02621
CL2863Contig1	HCGP-BT-CO_02622
CL2864Contig1	HCGP-BT-CO_02623
CL2865Contig1	HCGP-BT-CO_02624
CL2866Contig1	HCGP-BT-CO_02625
CL2867Contig1	HCGP-BT-CO_02626
CL2868Contig1	HCGP-BT-CO_02627
CL2869Contig1	HCGP-BT-CO_02628
CL286Contig1	HCGP-BT-CO_02629
CL2870Contig1	HCGP-BT-CO_02630
CL2871Contig1	HCGP-BT-CO_02631
CL2872Contig1	HCGP-BT-CO_02632
CL2873Contig1	HCGP-BT-CO_02633
CL2874Contig1	HCGP-BT-CO_02634
CL2875Contig1	HCGP-BT-CO_02635
CL2876Contig1	HCGP-BT-CO_02636
CL2877Contig1	HCGP-BT-CO_02637
CL2878Contig1	HCGP-BT-CO_02638
CL2879Contig1	HCGP-BT-CO_02639
CL287Contig1	HCGP-BT-CO_02640
CL2880Contig1	HCGP-BT-CO_02641
CL2881Contig1	HCGP-BT-CO_02642
CL2882Contig1	HCGP-BT-CO_02643
CL2883Contig1	HCGP-BT-CO_02644
CL2884Contig1	HCGP-BT-CO_02645
CL2885Contig1	HCGP-BT-CO_02646
CL2886Contig1	HCGP-BT-CO_02647
CL2887Contig1	HCGP-BT-CO_02648
CL2888Contig1	HCGP-BT-CO_02649
CL2889Contig1	HCGP-BT-CO_02650
CL288Contig1	HCGP-BT-CO_02651
CL2890Contig1	HCGP-BT-CO_02652
CL2891Contig1	HCGP-BT-CO_02653
CL2892Contig1	HCGP-BT-CO_02654
CL2893Contig1	HCGP-BT-CO_02655
CL2895Contig1	HCGP-BT-CO_02656
CL2896Contig1	HCGP-BT-CO_02657
CL2897Contig1	HCGP-BT-CO_02658
CL2899Contig1	HCGP-BT-CO_02659
CL289Contig1	HCGP-BT-CO_02660
CL28Contig1	HCGP-BT-CO_02661
CL28Contig2	HCGP-BT-CO_02662
CL2900Contig1	HCGP-BT-CO_02663
CL2901Contig1	HCGP-BT-CO_02664
CL2903Contig1	HCGP-BT-CO_02665
CL2904Contig1	HCGP-BT-CO_02666
CL2905Contig1	HCGP-BT-CO_02667
CL2906Contig1	HCGP-BT-CO_02668
CL2907Contig1	HCGP-BT-CO_02669
CL2908Contig1	HCGP-BT-CO_02670
CL2909Contig1	HCGP-BT-CO_02671
CL290Contig1	HCGP-BT-CO_02672
CL2910Contig1	HCGP-BT-CO_02673
CL2911Contig1	HCGP-BT-CO_02674
CL2912Contig1	HCGP-BT-CO_02675
CL2913Contig1	HCGP-BT-CO_02676
CL2914Contig1	HCGP-BT-CO_02677
CL2915Contig1	HCGP-BT-CO_02678
CL2916Contig1	HCGP-BT-CO_02679
CL2917Contig1	HCGP-BT-CO_02680
CL2918Contig1	HCGP-BT-CO_02681
CL2919Contig1	HCGP-BT-CO_02682
CL291Contig1	HCGP-BT-CO_02683
CL2921Contig1	HCGP-BT-CO_02684
CL2922Contig1	HCGP-BT-CO_02685
CL2923Contig1	HCGP-BT-CO_02686
CL2924Contig1	HCGP-BT-CO_02687
CL2925Contig1	HCGP-BT-CO_02688
CL2926Contig1	HCGP-BT-CO_02689
CL2927Contig1	HCGP-BT-CO_02690
CL2928Contig1	HCGP-BT-CO_02691
CL2929Contig1	HCGP-BT-CO_02692
CL292Contig1	HCGP-BT-CO_02693
CL2930Contig1	HCGP-BT-CO_02694
CL2931Contig1	HCGP-BT-CO_02695
CL2932Contig1	HCGP-BT-CO_02696
CL2933Contig1	HCGP-BT-CO_02697
CL2934Contig1	HCGP-BT-CO_02698
CL2935Contig1	HCGP-BT-CO_02699
CL2936Contig1	HCGP-BT-CO_02700
CL2937Contig1	HCGP-BT-CO_02701
CL2938Contig1	HCGP-BT-CO_02702
CL2939Contig1	HCGP-BT-CO_02703
CL293Contig1	HCGP-BT-CO_02704
CL2940Contig1	HCGP-BT-CO_02705
CL2941Contig1	HCGP-BT-CO_02706
CL2942Contig1	HCGP-BT-CO_02707
CL2944Contig1	HCGP-BT-CO_02708
CL2945Contig1	HCGP-BT-CO_02709
CL2946Contig1	HCGP-BT-CO_02710
CL2947Contig1	HCGP-BT-CO_02711
CL2948Contig1	HCGP-BT-CO_02712
CL2949Contig1	HCGP-BT-CO_02713
CL294Contig1	HCGP-BT-CO_02714
CL2950Contig1	HCGP-BT-CO_02715
CL2951Contig1	HCGP-BT-CO_02716
CL2952Contig1	HCGP-BT-CO_02717
CL2953Contig1	HCGP-BT-CO_02718
CL2954Contig1	HCGP-BT-CO_02719
CL2955Contig1	HCGP-BT-CO_02720
CL2956Contig1	HCGP-BT-CO_02721
CL2957Contig1	HCGP-BT-CO_02722
CL2958Contig1	HCGP-BT-CO_02723
CL2959Contig1	HCGP-BT-CO_02724
CL295Contig1	HCGP-BT-CO_02725
CL2960Contig1	HCGP-BT-CO_02726
CL2961Contig1	HCGP-BT-CO_02727
CL2962Contig1	HCGP-BT-CO_02728
CL2963Contig1	HCGP-BT-CO_02729
CL2964Contig1	HCGP-BT-CO_02730
CL2965Contig1	HCGP-BT-CO_02731
CL2966Contig1	HCGP-BT-CO_02732
CL2967Contig1	HCGP-BT-CO_02733
CL2968Contig1	HCGP-BT-CO_02734
CL2969Contig1	HCGP-BT-CO_02735
CL296Contig1	HCGP-BT-CO_02736
CL2970Contig1	HCGP-BT-CO_02737
CL2971Contig1	HCGP-BT-CO_02738
CL2972Contig1	HCGP-BT-CO_02739
CL2973Contig1	HCGP-BT-CO_02740
CL2974Contig1	HCGP-BT-CO_02741
CL2975Contig1	HCGP-BT-CO_02742
CL2976Contig1	HCGP-BT-CO_02743
CL2977Contig1	HCGP-BT-CO_02744
CL2978Contig1	HCGP-BT-CO_02745
CL2979Contig1	HCGP-BT-CO_02746
CL297Contig1	HCGP-BT-CO_02747
CL297Contig2	HCGP-BT-CO_02748
CL2980Contig1	HCGP-BT-CO_02749
CL2981Contig1	HCGP-BT-CO_02750
CL2982Contig1	HCGP-BT-CO_02751
CL2983Contig1	HCGP-BT-CO_02752
CL2984Contig1	HCGP-BT-CO_02753
CL2985Contig1	HCGP-BT-CO_02754
CL2986Contig1	HCGP-BT-CO_02755
CL2987Contig1	HCGP-BT-CO_02756
CL2988Contig1	HCGP-BT-CO_02757
CL2989Contig1	HCGP-BT-CO_02758
CL298Contig1	HCGP-BT-CO_02759
CL298Contig2	HCGP-BT-CO_02760
CL2990Contig1	HCGP-BT-CO_02761
CL2991Contig1	HCGP-BT-CO_02762
CL2992Contig1	HCGP-BT-CO_02763
CL2993Contig1	HCGP-BT-CO_02764
CL2995Contig1	HCGP-BT-CO_02765
CL2996Contig1	HCGP-BT-CO_02766
CL2997Contig1	HCGP-BT-CO_02767
CL2998Contig1	HCGP-BT-CO_02768
CL2999Contig1	HCGP-BT-CO_02769
CL299Contig1	HCGP-BT-CO_02770
CL29Contig1	HCGP-BT-CO_02771
CL2Contig1	HCGP-BT-CO_02772
CL2Contig11	HCGP-BT-CO_02773
CL2Contig19	HCGP-BT-CO_02774
CL2Contig4	HCGP-BT-CO_02775
CL2Contig8	HCGP-BT-CO_02776
CL2Contig9	HCGP-BT-CO_02777
CL3000Contig1	HCGP-BT-CO_02778
CL3001Contig1	HCGP-BT-CO_02779
CL3002Contig1	HCGP-BT-CO_02780
CL3003Contig1	HCGP-BT-CO_02781
CL3004Contig1	HCGP-BT-CO_02782
CL3006Contig1	HCGP-BT-CO_02783
CL3007Contig1	HCGP-BT-CO_02784
CL3008Contig1	HCGP-BT-CO_02785
CL300Contig1	HCGP-BT-CO_02786
CL3010Contig1	HCGP-BT-CO_02787
CL3011Contig1	HCGP-BT-CO_02788
CL3012Contig1	HCGP-BT-CO_02789
CL3013Contig1	HCGP-BT-CO_02790
CL3014Contig1	HCGP-BT-CO_02791
CL3015Contig1	HCGP-BT-CO_02792
CL3016Contig1	HCGP-BT-CO_02793
CL3017Contig1	HCGP-BT-CO_02794
CL3018Contig1	HCGP-BT-CO_02795
CL3019Contig1	HCGP-BT-CO_02796
CL301Contig1	HCGP-BT-CO_02797
CL301Contig2	HCGP-BT-CO_02798
CL301Contig3	HCGP-BT-CO_02799
CL3020Contig1	HCGP-BT-CO_02800
CL3021Contig1	HCGP-BT-CO_02801
CL3022Contig1	HCGP-BT-CO_02802
CL3023Contig1	HCGP-BT-CO_02803
CL3024Contig1	HCGP-BT-CO_02804
CL3025Contig1	HCGP-BT-CO_02805
CL3027Contig1	HCGP-BT-CO_02806
CL3028Contig1	HCGP-BT-CO_02807
CL3029Contig1	HCGP-BT-CO_02808
CL302Contig1	HCGP-BT-CO_02809
CL3030Contig1	HCGP-BT-CO_02810
CL3031Contig1	HCGP-BT-CO_02811
CL3032Contig1	HCGP-BT-CO_02812
CL3033Contig1	HCGP-BT-CO_02813
CL3034Contig1	HCGP-BT-CO_02814
CL3035Contig1	HCGP-BT-CO_02815
CL3036Contig1	HCGP-BT-CO_02816
CL3037Contig1	HCGP-BT-CO_02817
CL3038Contig1	HCGP-BT-CO_02818
CL3039Contig1	HCGP-BT-CO_02819
