#TGICL_NAME	CONTIG_NAME
CL1000Contig1	HCGP-BN-CO_00001
CL3181Contig1	HCGP-BN-CO_02449
CL3182Contig1	HCGP-BN-CO_02450
CL3184Contig1	HCGP-BN-CO_02451
CL3185Contig1	HCGP-BN-CO_02452
CL3186Contig1	HCGP-BN-CO_02453
CL3187Contig1	HCGP-BN-CO_02454
CL3188Contig1	HCGP-BN-CO_02455
CL3190Contig1	HCGP-BN-CO_02456
CL3191Contig1	HCGP-BN-CO_02457
CL3192Contig1	HCGP-BN-CO_02458
CL3194Contig1	HCGP-BN-CO_02459
CL3195Contig1	HCGP-BN-CO_02460
CL3198Contig1	HCGP-BN-CO_02461
CL3199Contig1	HCGP-BN-CO_02462
CL319Contig1	HCGP-BN-CO_02463
CL319Contig2	HCGP-BN-CO_02464
CL319Contig3	HCGP-BN-CO_02465
CL31Contig1	HCGP-BN-CO_02466
CL31Contig2	HCGP-BN-CO_02467
CL3200Contig1	HCGP-BN-CO_02468
CL3201Contig1	HCGP-BN-CO_02469
CL3202Contig1	HCGP-BN-CO_02470
CL3203Contig1	HCGP-BN-CO_02471
CL3204Contig1	HCGP-BN-CO_02472
CL3205Contig1	HCGP-BN-CO_02473
CL3206Contig1	HCGP-BN-CO_02474
CL3207Contig1	HCGP-BN-CO_02475
CL3208Contig1	HCGP-BN-CO_02476
CL3209Contig1	HCGP-BN-CO_02477
CL320Contig1	HCGP-BN-CO_02478
CL3212Contig1	HCGP-BN-CO_02479
CL3214Contig1	HCGP-BN-CO_02480
CL3217Contig1	HCGP-BN-CO_02481
CL3218Contig1	HCGP-BN-CO_02482
CL321Contig1	HCGP-BN-CO_02483
CL3220Contig1	HCGP-BN-CO_02484
CL3222Contig1	HCGP-BN-CO_02485
CL3223Contig1	HCGP-BN-CO_02486
CL3224Contig1	HCGP-BN-CO_02487
CL3225Contig1	HCGP-BN-CO_02488
CL3226Contig1	HCGP-BN-CO_02489
CL3228Contig1	HCGP-BN-CO_02490
CL3229Contig1	HCGP-BN-CO_02491
CL322Contig1	HCGP-BN-CO_02492
CL322Contig2	HCGP-BN-CO_02493
CL322Contig3	HCGP-BN-CO_02494
CL3232Contig1	HCGP-BN-CO_02495
CL3234Contig1	HCGP-BN-CO_02496
CL3235Contig1	HCGP-BN-CO_02497
CL3236Contig1	HCGP-BN-CO_02498
CL3237Contig1	HCGP-BN-CO_02499
CL3238Contig1	HCGP-BN-CO_02500
CL3239Contig1	HCGP-BN-CO_02501
CL323Contig1	HCGP-BN-CO_02502
CL3240Contig1	HCGP-BN-CO_02503
CL3241Contig1	HCGP-BN-CO_02504
CL3242Contig1	HCGP-BN-CO_02505
CL3243Contig1	HCGP-BN-CO_02506
CL3244Contig1	HCGP-BN-CO_02507
CL3245Contig1	HCGP-BN-CO_02508
CL3246Contig1	HCGP-BN-CO_02509
CL3247Contig1	HCGP-BN-CO_02510
CL3248Contig1	HCGP-BN-CO_02511
CL3249Contig1	HCGP-BN-CO_02512
CL324Contig1	HCGP-BN-CO_02513
CL3250Contig1	HCGP-BN-CO_02514
CL3251Contig1	HCGP-BN-CO_02515
CL3252Contig1	HCGP-BN-CO_02516
CL3254Contig1	HCGP-BN-CO_02517
CL3255Contig1	HCGP-BN-CO_02518
CL3256Contig1	HCGP-BN-CO_02519
CL3257Contig1	HCGP-BN-CO_02520
CL3258Contig1	HCGP-BN-CO_02521
CL3259Contig1	HCGP-BN-CO_02522
CL325Contig1	HCGP-BN-CO_02523
CL3260Contig1	HCGP-BN-CO_02524
CL3261Contig1	HCGP-BN-CO_02525
CL3262Contig1	HCGP-BN-CO_02526
CL3263Contig1	HCGP-BN-CO_02527
CL3264Contig1	HCGP-BN-CO_02528
CL3265Contig1	HCGP-BN-CO_02529
CL3266Contig1	HCGP-BN-CO_02530
CL3267Contig1	HCGP-BN-CO_02531
CL3269Contig1	HCGP-BN-CO_02532
CL326Contig1	HCGP-BN-CO_02533
CL3270Contig1	HCGP-BN-CO_02534
CL3271Contig1	HCGP-BN-CO_02535
CL3273Contig1	HCGP-BN-CO_02536
CL3274Contig1	HCGP-BN-CO_02537
CL3277Contig1	HCGP-BN-CO_02538
CL3278Contig1	HCGP-BN-CO_02539
CL3279Contig1	HCGP-BN-CO_02540
CL327Contig1	HCGP-BN-CO_02541
CL3280Contig1	HCGP-BN-CO_02542
CL3281Contig1	HCGP-BN-CO_02543
CL3282Contig1	HCGP-BN-CO_02544
CL3285Contig1	HCGP-BN-CO_02545
CL3287Contig1	HCGP-BN-CO_02546
CL3288Contig1	HCGP-BN-CO_02547
CL3289Contig1	HCGP-BN-CO_02548
CL328Contig1	HCGP-BN-CO_02549
CL3291Contig1	HCGP-BN-CO_02550
CL3292Contig1	HCGP-BN-CO_02551
CL3294Contig1	HCGP-BN-CO_02552
CL3296Contig1	HCGP-BN-CO_02553
CL3298Contig1	HCGP-BN-CO_02554
CL3299Contig1	HCGP-BN-CO_02555
CL329Contig1	HCGP-BN-CO_02556
CL32Contig1	HCGP-BN-CO_02557
CL3301Contig1	HCGP-BN-CO_02558
CL3303Contig1	HCGP-BN-CO_02559
CL3304Contig1	HCGP-BN-CO_02560
CL3305Contig1	HCGP-BN-CO_02561
CL3306Contig1	HCGP-BN-CO_02562
CL3307Contig1	HCGP-BN-CO_02563
CL3308Contig1	HCGP-BN-CO_02564
CL3309Contig1	HCGP-BN-CO_02565
CL330Contig1	HCGP-BN-CO_02566
CL3310Contig1	HCGP-BN-CO_02567
CL3311Contig1	HCGP-BN-CO_02568
CL3312Contig1	HCGP-BN-CO_02569
CL3313Contig1	HCGP-BN-CO_02570
CL3314Contig1	HCGP-BN-CO_02571
CL3316Contig1	HCGP-BN-CO_02572
CL3317Contig1	HCGP-BN-CO_02573
CL3318Contig1	HCGP-BN-CO_02574
CL331Contig1	HCGP-BN-CO_02575
CL3320Contig1	HCGP-BN-CO_02576
CL3321Contig1	HCGP-BN-CO_02577
CL3322Contig1	HCGP-BN-CO_02578
CL3324Contig1	HCGP-BN-CO_02579
CL3325Contig1	HCGP-BN-CO_02580
CL3326Contig1	HCGP-BN-CO_02581
CL3327Contig1	HCGP-BN-CO_02582
CL3328Contig1	HCGP-BN-CO_02583
CL3329Contig1	HCGP-BN-CO_02584
CL332Contig1	HCGP-BN-CO_02585
CL3330Contig1	HCGP-BN-CO_02586
CL3331Contig1	HCGP-BN-CO_02587
CL3333Contig1	HCGP-BN-CO_02588
CL3334Contig1	HCGP-BN-CO_02589
CL3335Contig1	HCGP-BN-CO_02590
CL3336Contig1	HCGP-BN-CO_02591
CL3337Contig1	HCGP-BN-CO_02592
CL3338Contig1	HCGP-BN-CO_02593
CL3339Contig1	HCGP-BN-CO_02594
CL333Contig1	HCGP-BN-CO_02595
CL3340Contig1	HCGP-BN-CO_02596
CL3341Contig1	HCGP-BN-CO_02597
CL3343Contig1	HCGP-BN-CO_02598
CL3344Contig1	HCGP-BN-CO_02599
CL3345Contig1	HCGP-BN-CO_02600
CL3346Contig1	HCGP-BN-CO_02601
CL3347Contig1	HCGP-BN-CO_02602
CL3349Contig1	HCGP-BN-CO_02603
CL334Contig1	HCGP-BN-CO_02604
CL3351Contig1	HCGP-BN-CO_02605
CL3353Contig1	HCGP-BN-CO_02606
CL3354Contig1	HCGP-BN-CO_02607
CL3355Contig1	HCGP-BN-CO_02608
CL3356Contig1	HCGP-BN-CO_02609
CL3357Contig1	HCGP-BN-CO_02610
CL335Contig1	HCGP-BN-CO_02611
CL3360Contig1	HCGP-BN-CO_02612
CL3361Contig1	HCGP-BN-CO_02613
CL3362Contig1	HCGP-BN-CO_02614
CL3363Contig1	HCGP-BN-CO_02615
CL3364Contig1	HCGP-BN-CO_02616
CL3365Contig1	HCGP-BN-CO_02617
CL3367Contig1	HCGP-BN-CO_02618
CL3368Contig1	HCGP-BN-CO_02619
CL3369Contig1	HCGP-BN-CO_02620
CL3371Contig1	HCGP-BN-CO_02621
CL3372Contig1	HCGP-BN-CO_02622
CL3374Contig1	HCGP-BN-CO_02623
CL3375Contig1	HCGP-BN-CO_02624
CL3376Contig1	HCGP-BN-CO_02625
CL3377Contig1	HCGP-BN-CO_02626
CL3379Contig1	HCGP-BN-CO_02627
CL337Contig1	HCGP-BN-CO_02628
CL3380Contig1	HCGP-BN-CO_02629
CL3381Contig1	HCGP-BN-CO_02630
CL3382Contig1	HCGP-BN-CO_02631
CL3383Contig1	HCGP-BN-CO_02632
CL3384Contig1	HCGP-BN-CO_02633
CL3385Contig1	HCGP-BN-CO_02634
CL3386Contig1	HCGP-BN-CO_02635
CL3387Contig1	HCGP-BN-CO_02636
CL3388Contig1	HCGP-BN-CO_02637
CL3389Contig1	HCGP-BN-CO_02638
CL338Contig1	HCGP-BN-CO_02639
CL3390Contig1	HCGP-BN-CO_02640
CL3391Contig1	HCGP-BN-CO_02641
CL3392Contig1	HCGP-BN-CO_02642
CL3393Contig1	HCGP-BN-CO_02643
CL3395Contig1	HCGP-BN-CO_02644
CL3396Contig1	HCGP-BN-CO_02645
CL3397Contig1	HCGP-BN-CO_02646
CL3398Contig1	HCGP-BN-CO_02647
CL3399Contig1	HCGP-BN-CO_02648
CL33Contig1	HCGP-BN-CO_02649
CL3400Contig1	HCGP-BN-CO_02650
CL3401Contig1	HCGP-BN-CO_02651
CL3402Contig1	HCGP-BN-CO_02652
CL3403Contig1	HCGP-BN-CO_02653
CL3404Contig1	HCGP-BN-CO_02654
CL3405Contig1	HCGP-BN-CO_02655
CL3406Contig1	HCGP-BN-CO_02656
CL3407Contig1	HCGP-BN-CO_02657
CL3408Contig1	HCGP-BN-CO_02658
CL3409Contig1	HCGP-BN-CO_02659
CL340Contig1	HCGP-BN-CO_02660
CL3412Contig1	HCGP-BN-CO_02661
CL3413Contig1	HCGP-BN-CO_02662
CL3414Contig1	HCGP-BN-CO_02663
CL3415Contig1	HCGP-BN-CO_02664
CL3416Contig1	HCGP-BN-CO_02665
CL3417Contig1	HCGP-BN-CO_02666
CL3419Contig1	HCGP-BN-CO_02667
CL341Contig1	HCGP-BN-CO_02668
CL3421Contig1	HCGP-BN-CO_02669
CL3422Contig1	HCGP-BN-CO_02670
CL3423Contig1	HCGP-BN-CO_02671
CL3424Contig1	HCGP-BN-CO_02672
CL3425Contig1	HCGP-BN-CO_02673
CL3427Contig1	HCGP-BN-CO_02674
CL3428Contig1	HCGP-BN-CO_02675
CL3429Contig1	HCGP-BN-CO_02676
CL342Contig1	HCGP-BN-CO_02677
CL3431Contig1	HCGP-BN-CO_02678
CL3434Contig1	HCGP-BN-CO_02679
CL3436Contig1	HCGP-BN-CO_02680
CL3437Contig1	HCGP-BN-CO_02681
CL3438Contig1	HCGP-BN-CO_02682
CL3439Contig1	HCGP-BN-CO_02683
CL343Contig1	HCGP-BN-CO_02684
CL343Contig2	HCGP-BN-CO_02685
CL3440Contig1	HCGP-BN-CO_02686
CL3441Contig1	HCGP-BN-CO_02687
CL3442Contig1	HCGP-BN-CO_02688
CL3443Contig1	HCGP-BN-CO_02689
CL3444Contig1	HCGP-BN-CO_02690
CL3446Contig1	HCGP-BN-CO_02691
CL3447Contig1	HCGP-BN-CO_02692
CL3448Contig1	HCGP-BN-CO_02693
CL3449Contig1	HCGP-BN-CO_02694
CL344Contig1	HCGP-BN-CO_02695
CL3452Contig1	HCGP-BN-CO_02696
CL3453Contig1	HCGP-BN-CO_02697
CL3454Contig1	HCGP-BN-CO_02698
CL3455Contig1	HCGP-BN-CO_02699
CL3457Contig1	HCGP-BN-CO_02700
CL3458Contig1	HCGP-BN-CO_02701
CL3459Contig1	HCGP-BN-CO_02702
CL345Contig1	HCGP-BN-CO_02703
CL3460Contig1	HCGP-BN-CO_02704
CL3461Contig1	HCGP-BN-CO_02705
CL3462Contig1	HCGP-BN-CO_02706
CL3464Contig1	HCGP-BN-CO_02707
CL3465Contig1	HCGP-BN-CO_02708
CL3466Contig1	HCGP-BN-CO_02709
CL3467Contig1	HCGP-BN-CO_02710
CL3468Contig1	HCGP-BN-CO_02711
CL3469Contig1	HCGP-BN-CO_02712
CL3470Contig1	HCGP-BN-CO_02713
CL3471Contig1	HCGP-BN-CO_02714
CL3472Contig1	HCGP-BN-CO_02715
CL3473Contig1	HCGP-BN-CO_02716
CL3474Contig1	HCGP-BN-CO_02717
CL3475Contig1	HCGP-BN-CO_02718
CL3476Contig1	HCGP-BN-CO_02719
CL3477Contig1	HCGP-BN-CO_02720
CL3478Contig1	HCGP-BN-CO_02721
CL347Contig1	HCGP-BN-CO_02722
CL347Contig2	HCGP-BN-CO_02723
CL3480Contig1	HCGP-BN-CO_02724
CL3481Contig1	HCGP-BN-CO_02725
CL3483Contig1	HCGP-BN-CO_02726
CL3484Contig1	HCGP-BN-CO_02727
CL3485Contig1	HCGP-BN-CO_02728
CL3488Contig1	HCGP-BN-CO_02729
CL3489Contig1	HCGP-BN-CO_02730
CL3490Contig1	HCGP-BN-CO_02731
CL3491Contig1	HCGP-BN-CO_02732
CL3492Contig1	HCGP-BN-CO_02733
CL3493Contig1	HCGP-BN-CO_02734
CL3494Contig1	HCGP-BN-CO_02735
CL3498Contig1	HCGP-BN-CO_02736
CL3499Contig1	HCGP-BN-CO_02737
CL349Contig1	HCGP-BN-CO_02738
CL34Contig1	HCGP-BN-CO_02739
CL34Contig2	HCGP-BN-CO_02740
CL3500Contig1	HCGP-BN-CO_02741
CL3501Contig1	HCGP-BN-CO_02742
CL3502Contig1	HCGP-BN-CO_02743
CL3503Contig1	HCGP-BN-CO_02744
CL3504Contig1	HCGP-BN-CO_02745
CL3505Contig1	HCGP-BN-CO_02746
CL3506Contig1	HCGP-BN-CO_02747
CL3507Contig1	HCGP-BN-CO_02748
CL3508Contig1	HCGP-BN-CO_02749
CL3509Contig1	HCGP-BN-CO_02750
CL350Contig1	HCGP-BN-CO_02751
CL3510Contig1	HCGP-BN-CO_02752
CL3511Contig1	HCGP-BN-CO_02753
CL3513Contig1	HCGP-BN-CO_02754
CL3514Contig1	HCGP-BN-CO_02755
CL3516Contig1	HCGP-BN-CO_02756
CL3517Contig1	HCGP-BN-CO_02757
CL3518Contig1	HCGP-BN-CO_02758
CL351Contig1	HCGP-BN-CO_02759
CL3520Contig1	HCGP-BN-CO_02760
CL3521Contig1	HCGP-BN-CO_02761
CL3522Contig1	HCGP-BN-CO_02762
CL3523Contig1	HCGP-BN-CO_02763
CL3524Contig1	HCGP-BN-CO_02764
CL3525Contig1	HCGP-BN-CO_02765
CL3526Contig1	HCGP-BN-CO_02766
CL3528Contig1	HCGP-BN-CO_02767
CL3529Contig1	HCGP-BN-CO_02768
CL352Contig1	HCGP-BN-CO_02769
CL3531Contig1	HCGP-BN-CO_02770
CL3532Contig1	HCGP-BN-CO_02771
CL3534Contig1	HCGP-BN-CO_02772
CL3535Contig1	HCGP-BN-CO_02773
CL3536Contig1	HCGP-BN-CO_02774
CL3538Contig1	HCGP-BN-CO_02775
CL3539Contig1	HCGP-BN-CO_02776
CL353Contig1	HCGP-BN-CO_02777
CL3540Contig1	HCGP-BN-CO_02778
CL3541Contig1	HCGP-BN-CO_02779
CL3542Contig1	HCGP-BN-CO_02780
CL3543Contig1	HCGP-BN-CO_02781
CL3544Contig1	HCGP-BN-CO_02782
CL3545Contig1	HCGP-BN-CO_02783
CL3546Contig1	HCGP-BN-CO_02784
CL3547Contig1	HCGP-BN-CO_02785
CL3549Contig1	HCGP-BN-CO_02786
CL354Contig1	HCGP-BN-CO_02787
CL3552Contig1	HCGP-BN-CO_02788
CL3554Contig1	HCGP-BN-CO_02789
CL3555Contig1	HCGP-BN-CO_02790
CL3556Contig1	HCGP-BN-CO_02791
CL3557Contig1	HCGP-BN-CO_02792
CL3558Contig1	HCGP-BN-CO_02793
CL3559Contig1	HCGP-BN-CO_02794
CL355Contig1	HCGP-BN-CO_02795
CL3560Contig1	HCGP-BN-CO_02796
CL3563Contig1	HCGP-BN-CO_02797
CL3564Contig1	HCGP-BN-CO_02798
CL3565Contig1	HCGP-BN-CO_02799
CL3568Contig1	HCGP-BN-CO_02800
CL356Contig1	HCGP-BN-CO_02801
CL356Contig2	HCGP-BN-CO_02802
CL3570Contig1	HCGP-BN-CO_02803
CL3571Contig1	HCGP-BN-CO_02804
CL3573Contig1	HCGP-BN-CO_02805
CL3574Contig1	HCGP-BN-CO_02806
CL3575Contig1	HCGP-BN-CO_02807
CL3576Contig1	HCGP-BN-CO_02808
CL3577Contig1	HCGP-BN-CO_02809
CL3578Contig1	HCGP-BN-CO_02810
CL3579Contig1	HCGP-BN-CO_02811
CL357Contig1	HCGP-BN-CO_02812
CL3580Contig1	HCGP-BN-CO_02813
CL3581Contig1	HCGP-BN-CO_02814
CL3582Contig1	HCGP-BN-CO_02815
CL3583Contig1	HCGP-BN-CO_02816
CL3584Contig1	HCGP-BN-CO_02817
CL3585Contig1	HCGP-BN-CO_02818
CL3586Contig1	HCGP-BN-CO_02819
CL3587Contig1	HCGP-BN-CO_02820
CL3588Contig1	HCGP-BN-CO_02821
CL3589Contig1	HCGP-BN-CO_02822
CL358Contig1	HCGP-BN-CO_02823
CL3590Contig1	HCGP-BN-CO_02824
CL3591Contig1	HCGP-BN-CO_02825
CL3592Contig1	HCGP-BN-CO_02826
CL3594Contig1	HCGP-BN-CO_02827
CL3595Contig1	HCGP-BN-CO_02828
CL3596Contig1	HCGP-BN-CO_02829
CL3599Contig1	HCGP-BN-CO_02830
CL359Contig1	HCGP-BN-CO_02831
CL359Contig2	HCGP-BN-CO_02832
CL35Contig1	HCGP-BN-CO_02833
CL3600Contig1	HCGP-BN-CO_02834
CL3602Contig1	HCGP-BN-CO_02835
CL3604Contig1	HCGP-BN-CO_02836
CL3606Contig1	HCGP-BN-CO_02837
CL3607Contig1	HCGP-BN-CO_02838
CL3608Contig1	HCGP-BN-CO_02839
CL3609Contig1	HCGP-BN-CO_02840
CL360Contig1	HCGP-BN-CO_02841
CL3610Contig1	HCGP-BN-CO_02842
CL3611Contig1	HCGP-BN-CO_02843
CL3613Contig1	HCGP-BN-CO_02844
CL3614Contig1	HCGP-BN-CO_02845
CL3615Contig1	HCGP-BN-CO_02846
CL3616Contig1	HCGP-BN-CO_02847
CL3617Contig1	HCGP-BN-CO_02848
CL3618Contig1	HCGP-BN-CO_02849
CL3619Contig1	HCGP-BN-CO_02850
CL361Contig1	HCGP-BN-CO_02851
CL3620Contig1	HCGP-BN-CO_02852
CL3621Contig1	HCGP-BN-CO_02853
CL3622Contig1	HCGP-BN-CO_02854
CL3623Contig1	HCGP-BN-CO_02855
CL3624Contig1	HCGP-BN-CO_02856
CL3625Contig1	HCGP-BN-CO_02857
CL3626Contig1	HCGP-BN-CO_02858
CL3627Contig1	HCGP-BN-CO_02859
CL3629Contig1	HCGP-BN-CO_02860
CL362Contig1	HCGP-BN-CO_02861
CL3630Contig1	HCGP-BN-CO_02862
CL3631Contig1	HCGP-BN-CO_02863
CL3633Contig1	HCGP-BN-CO_02864
CL3634Contig1	HCGP-BN-CO_02865
CL3635Contig1	HCGP-BN-CO_02866
CL3636Contig1	HCGP-BN-CO_02867
CL3637Contig1	HCGP-BN-CO_02868
CL3638Contig1	HCGP-BN-CO_02869
CL363Contig1	HCGP-BN-CO_02870
CL3641Contig1	HCGP-BN-CO_02871
CL3642Contig1	HCGP-BN-CO_02872
CL3644Contig1	HCGP-BN-CO_02873
CL3645Contig1	HCGP-BN-CO_02874
CL3647Contig1	HCGP-BN-CO_02875
CL3649Contig1	HCGP-BN-CO_02876
CL364Contig1	HCGP-BN-CO_02877
CL3650Contig1	HCGP-BN-CO_02878
CL3651Contig1	HCGP-BN-CO_02879
CL3652Contig1	HCGP-BN-CO_02880
CL3653Contig1	HCGP-BN-CO_02881
CL3654Contig1	HCGP-BN-CO_02882
CL3655Contig1	HCGP-BN-CO_02883
CL3657Contig1	HCGP-BN-CO_02884
CL3658Contig1	HCGP-BN-CO_02885
CL3659Contig1	HCGP-BN-CO_02886
CL365Contig1	HCGP-BN-CO_02887
CL3660Contig1	HCGP-BN-CO_02888
CL3661Contig1	HCGP-BN-CO_02889
CL3662Contig1	HCGP-BN-CO_02890
CL3663Contig1	HCGP-BN-CO_02891
CL3666Contig1	HCGP-BN-CO_02892
CL3667Contig1	HCGP-BN-CO_02893
CL3668Contig1	HCGP-BN-CO_02894
CL3669Contig1	HCGP-BN-CO_02895
CL366Contig1	HCGP-BN-CO_02896
CL3670Contig1	HCGP-BN-CO_02897
CL3672Contig1	HCGP-BN-CO_02898
CL3673Contig1	HCGP-BN-CO_02899
CL3674Contig1	HCGP-BN-CO_02900
CL3675Contig1	HCGP-BN-CO_02901
CL3676Contig1	HCGP-BN-CO_02902
CL3677Contig1	HCGP-BN-CO_02903
CL3678Contig1	HCGP-BN-CO_02904
CL3679Contig1	HCGP-BN-CO_02905
CL367Contig1	HCGP-BN-CO_02906
CL3680Contig1	HCGP-BN-CO_02907
CL3681Contig1	HCGP-BN-CO_02908
CL3682Contig1	HCGP-BN-CO_02909
CL3683Contig1	HCGP-BN-CO_02910
CL3684Contig1	HCGP-BN-CO_02911
CL3685Contig1	HCGP-BN-CO_02912
CL3686Contig1	HCGP-BN-CO_02913
CL3687Contig1	HCGP-BN-CO_02914
CL3688Contig1	HCGP-BN-CO_02915
CL3689Contig1	HCGP-BN-CO_02916
CL368Contig1	HCGP-BN-CO_02917
CL3690Contig1	HCGP-BN-CO_02918
CL3691Contig1	HCGP-BN-CO_02919
CL3692Contig1	HCGP-BN-CO_02920
CL3693Contig1	HCGP-BN-CO_02921
CL3694Contig1	HCGP-BN-CO_02922
CL3695Contig1	HCGP-BN-CO_02923
CL3696Contig1	HCGP-BN-CO_02924
CL3697Contig1	HCGP-BN-CO_02925
CL3698Contig1	HCGP-BN-CO_02926
CL3699Contig1	HCGP-BN-CO_02927
CL369Contig1	HCGP-BN-CO_02928
CL36Contig1	HCGP-BN-CO_02929
CL36Contig2	HCGP-BN-CO_02930
CL36Contig3	HCGP-BN-CO_02931
CL3700Contig1	HCGP-BN-CO_02932
CL3701Contig1	HCGP-BN-CO_02933
CL3702Contig1	HCGP-BN-CO_02934
CL3703Contig1	HCGP-BN-CO_02935
CL3704Contig1	HCGP-BN-CO_02936
CL3705Contig1	HCGP-BN-CO_02937
CL3706Contig1	HCGP-BN-CO_02938
CL3707Contig1	HCGP-BN-CO_02939
CL3708Contig1	HCGP-BN-CO_02940
CL370Contig1	HCGP-BN-CO_02941
CL3710Contig1	HCGP-BN-CO_02942
CL3711Contig1	HCGP-BN-CO_02943
CL3712Contig1	HCGP-BN-CO_02944
CL3713Contig1	HCGP-BN-CO_02945
CL3714Contig1	HCGP-BN-CO_02946
CL3715Contig1	HCGP-BN-CO_02947
CL3716Contig1	HCGP-BN-CO_02948
CL3717Contig1	HCGP-BN-CO_02949
CL3719Contig1	HCGP-BN-CO_02950
CL371Contig1	HCGP-BN-CO_02951
CL3720Contig1	HCGP-BN-CO_02952
CL3721Contig1	HCGP-BN-CO_02953
CL3723Contig1	HCGP-BN-CO_02954
CL3724Contig1	HCGP-BN-CO_02955
CL3725Contig1	HCGP-BN-CO_02956
CL3727Contig1	HCGP-BN-CO_02957
CL3728Contig1	HCGP-BN-CO_02958
CL3729Contig1	HCGP-BN-CO_02959
CL372Contig1	HCGP-BN-CO_02960
CL3730Contig1	HCGP-BN-CO_02961
CL3731Contig1	HCGP-BN-CO_02962
CL3732Contig1	HCGP-BN-CO_02963
CL3733Contig1	HCGP-BN-CO_02964
CL3735Contig1	HCGP-BN-CO_02965
CL3736Contig1	HCGP-BN-CO_02966
CL3737Contig1	HCGP-BN-CO_02967
CL3738Contig1	HCGP-BN-CO_02968
CL373Contig1	HCGP-BN-CO_02969
CL3740Contig1	HCGP-BN-CO_02970
CL3741Contig1	HCGP-BN-CO_02971
CL3742Contig1	HCGP-BN-CO_02972
CL3743Contig1	HCGP-BN-CO_02973
CL3744Contig1	HCGP-BN-CO_02974
CL3745Contig1	HCGP-BN-CO_02975
CL3746Contig1	HCGP-BN-CO_02976
CL3747Contig1	HCGP-BN-CO_02977
CL3748Contig1	HCGP-BN-CO_02978
CL3749Contig1	HCGP-BN-CO_02979
CL374Contig1	HCGP-BN-CO_02980
CL3750Contig1	HCGP-BN-CO_02981
CL3751Contig1	HCGP-BN-CO_02982
CL3752Contig1	HCGP-BN-CO_02983
CL3753Contig1	HCGP-BN-CO_02984
CL3754Contig1	HCGP-BN-CO_02985
CL3755Contig1	HCGP-BN-CO_02986
CL3756Contig1	HCGP-BN-CO_02987
CL3757Contig1	HCGP-BN-CO_02988
CL3758Contig1	HCGP-BN-CO_02989
CL3759Contig1	HCGP-BN-CO_02990
CL375Contig1	HCGP-BN-CO_02991
CL3760Contig1	HCGP-BN-CO_02992
CL3761Contig1	HCGP-BN-CO_02993
CL3762Contig1	HCGP-BN-CO_02994
CL3763Contig1	HCGP-BN-CO_02995
CL3764Contig1	HCGP-BN-CO_02996
CL3765Contig1	HCGP-BN-CO_02997
CL3767Contig1	HCGP-BN-CO_02998
CL3768Contig1	HCGP-BN-CO_02999
CL376Contig1	HCGP-BN-CO_03000
CL3770Contig1	HCGP-BN-CO_03001
CL3771Contig1	HCGP-BN-CO_03002
CL3772Contig1	HCGP-BN-CO_03003
CL3773Contig1	HCGP-BN-CO_03004
CL3774Contig1	HCGP-BN-CO_03005
CL3775Contig1	HCGP-BN-CO_03006
CL3776Contig1	HCGP-BN-CO_03007
CL3777Contig1	HCGP-BN-CO_03008
CL3778Contig1	HCGP-BN-CO_03009
CL3779Contig1	HCGP-BN-CO_03010
CL377Contig1	HCGP-BN-CO_03011
CL3780Contig1	HCGP-BN-CO_03012
CL3781Contig1	HCGP-BN-CO_03013
CL3782Contig1	HCGP-BN-CO_03014
CL3783Contig1	HCGP-BN-CO_03015
CL3784Contig1	HCGP-BN-CO_03016
CL3786Contig1	HCGP-BN-CO_03017
CL3787Contig1	HCGP-BN-CO_03018
CL3788Contig1	HCGP-BN-CO_03019
CL3789Contig1	HCGP-BN-CO_03020
CL378Contig1	HCGP-BN-CO_03021
CL3790Contig1	HCGP-BN-CO_03022
CL3792Contig1	HCGP-BN-CO_03023
CL3793Contig1	HCGP-BN-CO_03024
CL3794Contig1	HCGP-BN-CO_03025
CL3795Contig1	HCGP-BN-CO_03026
CL3796Contig1	HCGP-BN-CO_03027
CL3797Contig1	HCGP-BN-CO_03028
CL3798Contig1	HCGP-BN-CO_03029
CL379Contig1	HCGP-BN-CO_03030
CL37Contig1	HCGP-BN-CO_03031
CL3800Contig1	HCGP-BN-CO_03032
CL3801Contig1	HCGP-BN-CO_03033
CL3802Contig1	HCGP-BN-CO_03034
CL3803Contig1	HCGP-BN-CO_03035
CL3804Contig1	HCGP-BN-CO_03036
CL3805Contig1	HCGP-BN-CO_03037
CL3806Contig1	HCGP-BN-CO_03038
CL3807Contig1	HCGP-BN-CO_03039
CL3808Contig1	HCGP-BN-CO_03040
CL380Contig1	HCGP-BN-CO_03041
CL3810Contig1	HCGP-BN-CO_03042
CL3811Contig1	HCGP-BN-CO_03043
CL3812Contig1	HCGP-BN-CO_03044
CL3813Contig1	HCGP-BN-CO_03045
CL3814Contig1	HCGP-BN-CO_03046
CL3815Contig1	HCGP-BN-CO_03047
CL3816Contig1	HCGP-BN-CO_03048
CL3817Contig1	HCGP-BN-CO_03049
CL3818Contig1	HCGP-BN-CO_03050
CL381Contig1	HCGP-BN-CO_03051
CL3820Contig1	HCGP-BN-CO_03052
CL3821Contig1	HCGP-BN-CO_03053
CL3823Contig1	HCGP-BN-CO_03054
CL3824Contig1	HCGP-BN-CO_03055
CL3825Contig1	HCGP-BN-CO_03056
CL3826Contig1	HCGP-BN-CO_03057
CL3827Contig1	HCGP-BN-CO_03058
